Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date,halving_survive
3676,XFLOKI,XFLOKI,$0.066051,0.00%,0.02%,0.01%,"$60,511","$100,125
165,466,661,694 XFLOKI","100,000,000,000 XFLOKI",100000000000.0,100000000000.0,3,,,,,,,3673.0,2024-09-23,0
3683,HarryPotterObamaWallStreetBets10Inu,,$0.03991,0.02%,0.03%,0.10%,"$39,912","$101,246
2,536,751 STONKS","1,000,000 STONKS",1000000.0,1000000.0,3,,,,,,,3652.0,2024-09-23,0
3684,Bobo The Bear,BOBO,$0.063766,4.67%,26.86%,12.05%,"$839,145","$99,962
277,557,190,061 BOBO","2,329,999,978,480 BOBO",2329999978479.62,2329999978479.62,3,,,,,,,,2024-09-23,0
3690,bozoHYBRID,BOZO,$0.02391,5.41%,7.16%,4.86%,"$19,125,406","$99,407
4,157,964 BOZO","799,969,400 BOZO",800000000.0,,3,,,,,,,3423.0,2024-09-23,0
3693,Kamala Harris (kamaharris.fun),HARRIS,$0.0004775,1.73%,16.75%,0.43%,"$472,030","$98,938
209,600,558 HARRIS","999,997,988 HARRIS",0.0,999997988.0,3,,,,,,,,2024-09-23,0
3694,Calcium,CAL,$0.003208,0.00%,50.62%,111.32%,"$1,349,469","$98,424
30,683,240 CAL","420,690,000 CAL",420690000.0,420690000.0,3,,,,,,,3147.0,2024-09-23,0
3703,Derp,DERP,$0.081854,0.17%,2.99%,12.99%,"$148,824","$97,348
52,673,902,305,112 DERP","80,526,833,726,286 DERP",100000000000000.0,100000000000000.0,3,,,,,,,3182.0,2024-09-23,0
3722,Fofar (fofar.io),FOFAR,$0.056488,1.08%,20.84%,72.71%,"$2,729,614","$93,266
14,374,265,060 FOFAR","420,690,000,000 FOFAR",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
3726,The Big Red,$TD,$0.053825,0.32%,1.64%,36.33%,"$3,825,349","$92,765
24,250,155,432 $TD","1,000,000,000,000 $TD",1000000000000.0,1000000000000.0,3,,,,,,,3736.0,2024-09-23,0
3764,Matt Furie's Mellow Man,MELLOW,$0.08259,0.20%,15.79%,23.56%,"$5,733,440","$84,056
1,017,744 MELLOW","69,420,000 MELLOW",69420000.0,69420000.0,3,,,,,,,,2024-09-23,0
3768,Purple Pepe,$PURPE,$0.056542,2.52%,1.23%,24.92%,"$2,762,548","$83,510
12,717,182,893 $PURPE","420,690,000,000 $PURPE",0.0,420690000000.0,3,,,,,,,,2024-09-23,0
3774,COFFEE,$COFEEE,$0.007645,0.58%,3.52%,0.91%,"$764,473","$83,005
10,857,821 $COFEEE","99,999,999 $COFEEE",99999999.0,99999999.0,3,,,,,,,,2024-09-23,0
3780,Mumu,MUMU,$0.084927,1.87%,3.05%,27.73%,"$3,424,430","$82,365
16,717,263,479,862 MUMU","695,039,124,769,394 MUMU",1000000000000000.0,1000000000000000.0,3,,,,,,,3672.0,2024-09-23,0
3781,catwifbag,BAG,$0.001337,0.03%,3.55%,3.38%,"$1,336,362","$82,083
61,422,962 BAG","1,000,000,000 BAG",1000000000.0,,3,,,,,,,2669.0,2024-09-23,0
3790,POG,POGS,$0.002911,0.28%,2.13%,12.07%,"$678,593","$78,000
26,431,417 POGS","229,949,915 POGS",1729949915.0,2000000000.0,3,,,,,,,,2024-09-23,0
3799,Grimace,GRIMACE,$4.66,0.00%,24.77%,9.75%,"$4,663,575","$78,992
16,938 GRIMACE","1,000,000 GRIMACE",1000000.0,1000000.0,3,,,,,,,2651.0,2024-09-23,0
3800,Suicune,HSUI,$0.01967,3.45%,15.95%,54.21%,"$4,817,960","$78,884
4,011,378 HSUI","245,000,000 HSUI",245000000.0,245000000.0,3,,,,,,,,2024-09-23,0
3816,Joker,JOKER,$0.082823,1.65%,3.67%,10.92%,"$1,187,679","$76,012
26,924,376,367,475 JOKER","420,690,000,000,000 JOKER",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
3823,Smol Su,SU,$1.24,0.00%,50.40%,301.23%,"$1,236,814","$74,857
60,524 SU","1,000,000 SU",1000000.0,1000000.0,3,,,,,,,5455.0,2024-09-23,0
3852,Doge 2.0,DOGE2.0,$0.086099,0.74%,0.02%,23.38%,"$2,565,847","$70,255
11,518,836,693,576 DOGE2.0","420,690,000,000,000 DOGE2.0",420690000000000.0,420690000000000.0,3,,,,,,,3600.0,2024-09-23,0
3855,Gaga (Pepe),GAGA,$0.081221,4.26%,0.12%,20.01%,"$514,335","$69,383
56,750,635,266,107 GAGA","420,690,000,000,000 GAGA",420690000000000.0,,3,,,,,,,3021.0,2024-09-23,0
3860,Husky Avax,HUSKY,$0.075169,1.21%,6.44%,23.34%,"$4,548,587","$69,103
1,342,796,568,181 HUSKY","88,387,660,675,250 HUSKY",100000000000000.0,,3,,,,,,,3985.0,2024-09-23,0
3861,MCOIN,MCOIN,$0.002328,0.02%,6.05%,2.97%,"$2,327,813","$69,055
29,665,363 MCOIN","1,000,000,000 MCOIN",500000000.0,500000000.0,3,,,,,,,2734.0,2024-09-23,0
3863,TrumpMAGA,$TRUMAGA,$0.0619,3.07%,25.09%,11.62%,"$73,481","$68,330
362,664,432,217 $TRUMAGA","390,000,000,000 $TRUMAGA",390000000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
3869,Game of Memes,GOME,$0.0009776,0.76%,10.11%,26.80%,"$635,162","$68,174
69,924,664 GOME","651,476,206 GOME",651499718.0,,3,,,,,,,,2024-09-23,0
3872,CATX,CATX,$0.076839,0.00%,92.11%,91.29%,"$20,516","$67,376
985,213,838,092 CATX","300,000,000,000 CATX",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23,0
3890,PEPE 0x69 ON BASE,PEPE,$0.085814,0.27%,3.81%,18.77%,"$2,445,903","$64,349
11,067,873,864,554 PEPE","420,690,000,000,000 PEPE",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
3893,Heroes of memes,HOMS,$0.01604,0.01%,0.10%,3.74%,"$64,155","$63,947
3,987,081 HOMS","3,999,995 HOMS",10000000.0,10000000.0,3,,,,,,,,2024-09-23,0
3913,MILKBAG,MILKBAG,$0.003488,0.85%,0.08%,3.56%,"$3,266,734","$61,625
17,672,054 MILKBAG","936,797,873 MILKBAG",946404801.0893396,1000000000.0,3,,,,,,,,2024-09-23,0
3934,Peanie,PEANIE,$0.001808,0.98%,1.58%,41.08%,"$33,843","$58,922
32,626,909 PEANIE","18,740,000 PEANIE",1000000000.0,,3,,,,,,,,2024-09-23,0
3946,Treat,TREAT,$0.0006787,41.05%,29.71%,14.24%,"$2,262,047","$57,617
84,903,795 TREAT","3,333,333,333 TREAT",3333333333.0,3333333333.0,3,,,,,,,5422.0,2024-09-23,0
3962,Shibwifhat,SHIB,$0.002318,1.01%,0.47%,17.13%,"$2,272,384","$53,518
23,092,129 SHIB","980,500,000 SHIB",982000000.0,,3,,,,,,,3261.0,2024-09-23,0
3963,babydogwifhat,BABYWIF,$0.0002412,23.10%,30.57%,70.26%,"$241,202","$56,547
234,435,846 BABYWIF","999,995,966 BABYWIF",999995966.0,,3,,,,,,,4943.0,2024-09-23,0
3967,Block Chain People,BCP,$0.01692,4.44%,14.82%,19.19%,"$358,778","$56,075
3,282,192 BCP","21,000,000 BCP",21000000.0,21000000.0,3,,,,,,,,2024-09-23,0
3969,Taylor Swift's Cat BENJI,BENJI,$0.0004613,0.17%,6.01%,46.74%,"$460,759","$55,934
121,289,498 BENJI","999,134,766 BENJI",999377160.0,,3,,,,,,,3239.0,2024-09-23,0
3976,AVAX HAS NO CHILL,NOCHILL,$0.004588,0.36%,7.91%,7.98%,"$7,110,830","$54,927
11,972,901 NOCHILL","1,550,000,000 NOCHILL",1550000000.0,1550000000.0,3,,,,,,,3275.0,2024-09-23,0
3982,Gorilla In A Coupe,GIAC,$0.091592,0.00%,54.64%,67.41%,"$66,987","$54,332
341,214,488,955,927 GIAC","420,690,000,000,000 GIAC",420690000000000.0,420690000000000.0,3,,,,,,,3005.0,2024-09-23,0
3988,Sacabam,SCB,$0.078876,2.48%,5.58%,182.22%,"$3,546,491","$53,776
605,766,014,539 SCB","39,950,000,000,000 SCB",47000000000000.0,47000000000000.0,3,,,,,,,4140.0,2024-09-23,0
3991,Vote Freedom,FREEDOM,$0.09316,0.43%,49.74%,49.74%,"$132,952","$54,070
171,090,902,006,587 FREEDOM","420,690,000,000,000 FREEDOM",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
3993,Foxify,FOX,$0.1439,0.01%,4.71%,0.12%,"$892,232","$53,694
373,102 FOX","6,199,781 FOX",10654824.0,10654824.0,3,,,,,,,3860.0,2024-09-23,0
3996,LANDLORD RONALD,$LANDLORD,$0.000585,1.13%,3.92%,26.76%,"$481,893","$53,209
90,983,167 $LANDLORD","823,992,693 $LANDLORD",823992693.0,823992693.0,3,,,,,,,,2024-09-23,0
4003,Coding Dino,DINO,$0.0000521,0.61%,0.80%,6.56%,"$522,053","$52,069
997,387,151 DINO","10,000,000,000 DINO",20000000000.0,20000000000.0,3,,,,,,,2902.0,2024-09-23,0
4013,Ethereumdog,ETHDOG,$0.00002827,7.73%,41.69%,130.27%,"$28,273","$51,491
1,821,193,327 ETHDOG","1,000,000,000 ETHDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4016,UPTOS,UPTOS,$0.00003177,0.05%,7.67%,69.37%,"$2,823,666","$50,837
1,600,331,075 UPTOS","88,888,888,888 UPTOS",88888888888.0,88888888888.0,3,,,,,,,2882.0,2024-09-23,0
4023,Sol Bastard,SOBA,$0.001077,0.77%,38.69%,42.89%,"$1,071,892","$49,975
46,623,194 SOBA","1,000,000,000 SOBA",1000000000.0,,3,,,,,,,,2024-09-23,0
4034,LANDWOLF (AVAX),WOLF,$0.056608,1.42%,3.53%,22.08%,"$3,669,132","$48,311
7,241,705,248 WOLF","550,000,000,000 WOLF",550000000000.0,690000000000.0,3,,,,,,,,2024-09-23,0
4038,LumiChill,CHILL,$0.07174,0.24%,1.04%,16.30%,"$328,783","$47,858
2,749,388,285,898 CHILL","18,888,111,888,696 CHILL",18888111888696.0,18888111888696.0,3,,,,,,,,2024-09-23,0
4039,Monkey,MONKEY,$0.099119,3.96%,2.32%,0.34%,"$383,644","$47,692
52,296,634,713,196 MONKEY","420,685,309,978,037 MONKEY",420685309978037.0,,3,,,,,,,2744.0,2024-09-23,0
4040,BaseCTO,CTO,$0.001735,0.43%,9.41%,134.09%,"$1,659,617","$47,309
27,273,689 CTO","956,763,377 CTO",956763377.0,1000000000.0,3,,,,,,,,2024-09-23,0
4043,HahaYes,RIZO,$0.051047,1.20%,7.35%,28.56%,"$440,472","$46,813
44,710,524,892 RIZO","420,690,000,000 RIZO",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
4047,Cheese,CHEESE,$0.001822,3.19%,7.68%,2.52%,"$1,822,299","$46,700
25,626,978 CHEESE","999,998,834 CHEESE",0.0,1000000000.0,3,,,,,,,,2024-09-23,0
4049,bitFloki,BFLOKI,$0.063568,1.11%,40.34%,47.57%,"$89,190","$46,652
130,765,835,079 BFLOKI","250,000,000,000 BFLOKI",500000000000.0,1000000000000.0,3,,,,,,,3716.0,2024-09-23,0
4051,MAGA Trump,MAGATRUMP,$0.0003316,1.82%,1.70%,29.62%,"$331,582","$46,460
140,115,886 MAGATRUMP","1,000,000,000 MAGATRUMP",999999998.0,1000000000.0,3,,,,,,,6723.0,2024-09-23,0
4060,real fast,SPEED,$0.001039,0.04%,5.56%,3.45%,"$776,231","$45,574
43,852,586 SPEED","746,904,461 SPEED",746904461.0,,3,,,,,,,,2024-09-23,0
4061,CANNFINITY,CFT,$0.003224,0.03%,11.29%,9.52%,"$10,831,661","$45,540
14,126,643 CFT","3,360,000,000 CFT",4200000000.0,4200000000.0,3,,,,,,,6703.0,2024-09-23,0
4073,Dork Lord,DORKY,$0.03509,4.14%,102.59%,182.26%,"$2,436,228","$43,853
1,249,582 DORKY","69,420,000 DORKY",69420000.0,69420000.0,3,,,,,,,,2024-09-23,0
4077,Gauss0x,GAUSS,$0.002504,0.44%,21.31%,99.38%,"$2,503,752","$43,729
17,465,421 GAUSS","1,000,000,000 GAUSS",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4080,Wynn,WYNN,$0.00004229,1.42%,38.16%,82.17%,"$42,285","$43,444
1,027,414,320 WYNN","1,000,000,000 WYNN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4085,Gondola,GONDOLA,$0.056049,0.51%,0.29%,144.52%,"$2,544,889","$42,765
7,069,462,990 GONDOLA","420,690,000,000 GONDOLA",420690000000.0,,3,,,,,,,,2024-09-23,0
4098,Pond Coin,PNDC,$0.061394,1.37%,7.78%,30.35%,"$3,142,558","$41,814
300,060,318,152 PNDC","22,551,271,108,212 PNDC",22551271108212.0,22551271108212.0,3,,,,,,,3152.0,2024-09-23,0
4106,Epep,EPEP,$0.0005731,0.41%,12.96%,120.05%,"$573,135","$40,613
70,860,833 EPEP","1,000,000,000 EPEP",999999999.78,,3,,,,,,,3388.0,2024-09-23,0
4121,Pedro The Raccoon,PEDRO,$0.003782,0.26%,14.76%,65.98%,"$378,090","$39,148
10,352,484 PEDRO","99,983,148 PEDRO",99983147.76,,3,,,,,,,,2024-09-23,0
4127,FEAR NOT,FEARNOT,$0.053363,1.35%,3.72%,46.34%,"$1,414,784","$38,504
11,449,368,858 FEARNOT","420,690,000,000 FEARNOT",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
4128,KeyOfLife Multichain Store Of Value,KOL,$0.8567,3.89%,5.16%,24.97%,"$1,670,281","$38,458
44,892 KOL","1,949,741 KOL",5411637.48675264,50000000.0,3,,,,,,,3968.0,2024-09-23,0
4132,MILEI Token,MILEI,$0.01601,15.34%,30.84%,50.09%,"$160,056","$37,760
2,359,150 MILEI","10,000,000 MILEI",10000000.0,10000000.0,3,,,,,,,5256.0,2024-09-23,0
4141,POGAI,pogai,$0.0000225,0.95%,2.42%,0.27%,"$2,247,374","$37,255
1,656,048,644 POGAI","99,900,000,000 pogai",100000000000.0,100000000000.0,3,,,,,,,2662.0,2024-09-23,0
4147,Hachi,HACHI,$0.081787,0.01%,12.68%,74.86%,"$1,518,954","$36,865
20,629,519,384,218 HACHI","849,998,943,779,670 HACHI",849998943779670.0,888000000000000.0,3,,,,,,,2475.0,2024-09-23,0
4151,LET HIM COOK,COOK,$0.003501,0.06%,1.51%,48.67%,"$3,497,361","$36,508
10,427,871 COOK","998,947,805 COOK",998947804.99,,3,,,,,,,,2024-09-23,0
4158,DORK LORD,DORKL,$0.0002837,0.19%,4.62%,20.60%,"$283,716","$36,089
127,201,857 DORKL","1,000,000,000 DORKL",999998509.0,,3,,,,,,,2696.0,2024-09-23,0
4159,Guufy,GUUFY,$0.00002823,0.72%,0.90%,9.97%,"$194,614","$36,044
1,276,997,457 GUUFY","6,894,988,084 GUUFY",7299988083.0,,3,,,,,,,3024.0,2024-09-23,0
4162,CZKING,CZKING,$0.062958,5.91%,19.97%,56.38%,"$49,866","$35,695
120,675,387,274 CZKING","168,582,869,043 CZKING",168582869043.0,168582869043.0,3,,,,,,,,2024-09-23,0
4170,Kuma Inu,KUMA,$0.082728,0.03%,0.44%,26.63%,"$323,993","$34,837
12,768,567,880,181 KUMA","118,750,167,011,962 KUMA",500000000000000.0,1000000000000000.0,3,,,,,,,4984.0,2024-09-23,0
4172,Welshcorgicoin,WELSH,$0.001767,3.11%,6.68%,8.68%,"$17,667,822","$34,692
19,635,521 WELSH","10,000,000,000 WELSH",10000000000.0,10000000000.0,3,,,,,,,3121.0,2024-09-23,0
4180,WUFFI,WUF,$0.065367,0.29%,0.77%,6.14%,"$45,090,007","$33,452
62,469,747,392 WUF","84,204,033,545,637 WUF",84204033545637.0,84204033545637.0,3,,,,,,,2710.0,2024-09-23,0
4184,Sponge,$SPONGE,$0.0006235,15.66%,15.53%,1497.05%,"$15,369,481","$33,331
53,460,041 $SPONGE","24,651,550,674 $SPONGE",40400000000.0,40400000000.0,3,,,,,,,4260.0,2024-09-23,0
4189,Roaring Kitty,ROAR,$0.001847,2.26%,11.26%,44.13%,"$1,847,281","$32,779
17,744,187 ROAR","1,000,000,000 ROAR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4192,WW3,WW3,$0.0002407,7.16%,5.33%,4.78%,"$240,658","$32,554
135,268,798 WW3","999,995,583 WW3",999995583.0,,3,,,,,,,3592.0,2024-09-23,0
4193,Bamboo on Base,BAMBOO,$0.017,0.07%,1.46%,14.94%,"$16,999,268","$32,528
1,913,476 BAMBOO","1,000,000,000 BAMBOO",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4200,KAI KEN,KAI,$0.084355,0.11%,21.47%,42.16%,"$1,832,131","$31,870
7,318,012,803,661 KAI","420,690,000,000,000 KAI",0.0,420690000000000.0,3,,,,,,,,2024-09-23,0
4203,Grok Cat,GROKCAT,$0.0003289,1.62%,4.39%,8.57%,"$1,381,352","$31,808
96,713,103 GROKCAT","4,200,000,000 GROKCAT",4200000000.0,4200000000.0,3,,,,,,,2628.0,2024-09-23,0
4215,CRAZY MONKEY,CMONK,$0.0007332,0.60%,1.30%,80.63%,"$1,202,259","$30,816
42,027,118 CMONK","1,639,659,948 CMONK",1639659957.0,1642517011.0,3,,,,,,,,2024-09-23,0
4226,Ansem's Cat,HOBBES,$0.000669,0.01%,6.60%,18.83%,"$668,952","$29,749
44,471,246 HOBBES","999,999,895 HOBBES",999999894.85,,3,,,,,,,2510.0,2024-09-23,0
4233,PEPAY,PEPAY,$0.093339,3.51%,40.16%,96.64%,"$140,491","$29,330
87,826,695,037,101 PEPAY","420,690,000,000,000 PEPAY",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
4236,Sun Wukong,WUKONG,$0.0006661,7.12%,9.23%,29.10%,"$666,080","$29,123
43,723,056 WUKONG","1,000,000,000 WUKONG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4243,World Liberty Financial (wlfimoon.xyz),WLFI,$0.0122029,0.32%,56.41%,96.43%,"$20,292","$28,487
140,383,930,835,627,184 WLFI","100,000,000,000,000,000 WLFI",1e+17,1e+17,3,,,,,,,,2024-09-23,0
4251,Okayeg,OKAYEG,$0.051136,0.44%,16.61%,53.51%,"$478,090","$28,063
24,693,857,620 OKAYEG","420,690,000,000 OKAYEG",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23,0
4259,PUCCA,PUCCA,$0.001888,1.06%,0.97%,13.53%,"$1,590,698","$27,615
14,636,579 PUCCA","843,099,855 PUCCA",843099855.0,1000000000.0,3,,,,,,,,2024-09-23,0
4261,jeffry,JEFFRY,$0.0006057,4.48%,30.39%,120.13%,"$254,800","$27,542
45,473,694 JEFFRY","420,690,000 JEFFRY",420690000.0,420690000.0,3,,,,,,,,2024-09-23,0
4262,Doge Inu,DINU,$0.082114,0.01%,0.73%,22.90%,"$1,054,056","$27,555
13,031,333,260,611 DINU","498,491,594,059,260 DINU",1000000000000000.0,1000000000000000.0,3,,,,,,,,2024-09-23,0
4263,canwifhat,CAN,$0.001982,0.23%,19.41%,14.70%,"$198,162","$27,503
13,879,067 CAN","100,000,000 CAN",100000000.0,,3,,,,,,,4610.0,2024-09-23,0
4264,Landwolf (Base),WOLF,$0.085999,0.23%,3.99%,22.59%,"$2,523,608","$27,495
4,583,543,612,531 WOLF","420,690,000,000,000 WOLF",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
4268,Buy the DIP,DIP,$0.0006458,0.76%,0.12%,12.84%,"$4,520,510","$27,311
42,290,924 DIP","7,000,000,000 DIP",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23,0
4277,Ponzio The Cat,PONZIO,"$1,066,897.99",0.27%,20.90%,289.72%,"$918,111","$26,855
0 PONZIO",1 PONZIO,284179.6875,284179.6875,3,,,,,,,,2024-09-23,0
4281,Magic Internet Money,MIM,$0.0002928,0.11%,6.06%,3.05%,"$292,672","$26,710
91,250,847 MIM","999,875,663 MIM",698964077.0,,3,,,,,,,3369.0,2024-09-23,0
4291,Katchu Coin,KATCHU,$0.00416,1.24%,4.65%,5.43%,"$3,369,200","$26,473
6,364,310 KATCHU","809,985,537 KATCHU",809985537.0,,3,,,,,,,,2024-09-23,0
4292,Plebz,PLEB,$0.099347,26.61%,17.46%,13.42%,"$393,200","$26,433
28,280,568,967,107 PLEB","420,690,000,000,000 PLEB",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23,0
4299,Baby Neiro Coin,BABYNEIRO,$0.0004996,7.46%,28.21%,9.97%,"$49,955","$25,958
51,963,212 BABYNEIRO","100,000,000 BABYNEIRO",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
4304,XDoge,XD,$0.094293,0.00%,43.88%,204.31%,"$180,588","$25,626
59,697,418,844,794 XD","420,690,000,000,000 XD",420690000000000.0,420690000000000.0,3,,,,,,,6866.0,2024-09-23,0
4311,Cyber Dog,CDOG,$0.001727,0.04%,1.52%,1.52%,"$1,726,967","$25,174
14,577,159 CDOG","1,000,000,000 CDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4314,JIZZUS CHRIST,JIZZUS,$0.068767,0.23%,61.81%,112.44%,"$876,374","$25,082
28,619,332,936 JIZZUS","999,952,124,021 JIZZUS",999952124021.15,,3,,,,,,,4053.0,2024-09-23,0
4317,Black Dragon,BLACKDRAGON,$0.073417,8.33%,14.37%,95.00%,"$2,645,660","$24,991
737,723,746,714 BLACKDRAGON","78,098,200,000,000 BLACKDRAGON",78098200000000.0,100000000000000.0,3,,,,,,,4720.0,2024-09-23,0
4323,Peepo,PEEPO,$0.071492,0.47%,6.72%,3.58%,"$1,025,331","$24,695
1,655,250,593,574 PEEPO","68,725,800,000,000 PEEPO",420690000000.0,420690000000.0,3,,,,,,,3653.0,2024-09-23,0
4327,MAGA CAT,MAGACAT,$0.00009844,13.67%,14.49%,71.51%,"$98,436","$23,761
241,382,470 MAGACAT","1,000,000,000 MAGACAT",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4328,BitShiba,SHIBA,$0.081438,0.01%,3.75%,14.06%,"$718,984","$24,371
16,948,431,208,544 SHIBA","499,999,888,544,328 SHIBA",1000000000000000.0,1000000000000000.0,3,,,,,,,4345.0,2024-09-23,0
4330,pre,PRE,$0.00006381,6.86%,15.51%,60.88%,"$63,804","$24,245
379,965,491 PRE","999,957,841 PRE",999957840.97,,3,,,,,,,4689.0,2024-09-23,0
4335,TRON BEER,TBEER,$0.001844,0.05%,7.66%,2.13%,"$1,840,710","$23,740
12,897,177 TBEER","1,000,000,000 TBEER",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4336,NumberGoUpTech,TECH,$0.00003346,0.62%,6.37%,1.18%,"$2,206,491","$23,736
709,434,184 TECH","65,949,000,000 TECH",69420000000.0,69420000000.0,3,,,,,,,4015.0,2024-09-23,0
4339,Faptax,FAPTAX,$0.001369,0.29%,22.48%,6.47%,"$395,386","$23,676
17,292,389 FAPTAX","288,780,310 FAPTAX",288780310.08,288780310.08,3,,,,,,,,2024-09-23,0
4340,FART COIN,FRTC,$0.061217,0.02%,0.39%,1.14%,"$12,180,484","$23,594
193,699,332,210 FRTC","100,000,000,000,000 FRTC",100000000000000.0,100000000000000.0,3,,,,,,,4393.0,2024-09-23,0
4348,SATOSHIâ¢NAKAMOTO,ä¸°,$0.3479,0.32%,4.86%,11.78%,"$5,846,153","$23,222
66,733 ä¸°","16,800,000 ä¸°",,,3,,,,,,,,2024-09-23,0
4355,Peepo (SOL),$PEEP,$0.056044,0.94%,6.29%,24.60%,"$319,752","$22,650
3,746,747,123 $PEEP","52,893,769,270 $PEEP",54893769269.96,,3,,,,,,,4700.0,2024-09-23,0
4361,This Is My Iguana,TIMI,$0.0002579,0.07%,15.13%,37.43%,"$243,003","$22,106
85,714,662 TIMI","942,225,507 TIMI",942225507.0,1000000000.0,3,,,,,,,,2024-09-23,0
4379,BOBER,BOBER,$0.0002713,0.12%,4.63%,3.12%,"$1,891,081","$21,313
78,548,199 BOBER","6,969,393,998 BOBER",6969393998.0,6969393998.0,3,,,,,,,,2024-09-23,0
4384,Joram Poowel,POOWEL,$0.001297,0.43%,8.03%,8.69%,"$1,295,789","$21,052
16,241,443 POOWEL","999,679,238 POOWEL",999679238.0,,3,,,,,,,3359.0,2024-09-23,0
4386,SUNLION,SUNLION,$0.0001665,4.98%,5.25%,49.69%,"$166,535","$21,023
126,238,372 SUNLION","1,000,000,000 SUNLION",0.0,1000000000.0,3,,,,,,,,2024-09-23,0
4396,Tongue Cat,LUIS,$0.0001803,0.19%,6.72%,12.12%,"$180,306","$20,533
113,877,999 LUIS","1,000,000,000 LUIS",1000000000.0,,3,,,,,,,2796.0,2024-09-23,0
4399,Slime,$SLIME,$0.0001802,1.64%,5.06%,63.92%,"$159,971","$20,402
113,366,321 $SLIME","888,880,000 $SLIME",888880000.0,888880000.0,3,,,,,,,,2024-09-23,0
4405,Wiki Cat,WKC,$0.071057,0.75%,1.87%,7.26%,"$5,998,694","$20,207
1,909,999,742,224 WKC","567,000,000,000,000 WKC",700000000000000.0,,3,,,,,,,4338.0,2024-09-23,0
4408,Baked,BAKED,$0.004741,0.31%,2.96%,62.86%,"$4,739,343","$20,039
4,228,310 BAKED","1,000,000,000 BAKED",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4417,World Liberty Financial,WLFI,$0.012402,1.60%,9.51%,97.29%,"$40,197","$19,513
48,543,366,430,998,400 WLFI","100,000,000,000,000,000 WLFI",1e+17,1e+17,3,,,,,,,,2024-09-23,0
4418,EGG SOL,EGG,$0.00002587,0.39%,0.23%,15.74%,"$154,789","$19,487
753,757,294 EGG","5,987,142,167 EGG",5987142167.27,,3,,,,,,,3612.0,2024-09-23,0
4420,Elon's Pet Fish ERIC,ERIC,$0.001495,5.04%,61.88%,195.06%,"$149,529","$20,187
13,500,119 ERIC","100,000,000 ERIC",100000000.0,100000000.0,3,,,,,,,,2024-09-23,0
4422,SUNwifHat,SWIF,$0.059876,2.52%,11.18%,10.14%,"$9,876","$19,312
1,955,477,667 SWIF","1,000,000,000 SWIF",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23,0
4429,Fluffys,FLUFFYS,$0.001385,0.04%,1.68%,4.74%,"$144,000","$18,718
13,515,081 FLUFFYS","103,974,996 FLUFFYS",103974996.0,,3,,,,,,,,2024-09-23,0
4438,Abble,AABL,$0.001019,0.75%,5.72%,5.64%,"$1,017,678","$19,132
18,799,525 AABL","1,000,000,000 AABL",1000000000.0,,3,,,,,,,2867.0,2024-09-23,0
4439,SDOGE,SDOGE,$0.062841,0.00%,4.86%,8.86%,"$28,410","$18,417
64,823,199,273 SDOGE","100,000,000,000 SDOGE",100000000000.0,,3,,,,,,,5902.0,2024-09-23,0
4445,BIBI,BIBI,$0.081023,0.07%,3.36%,3.82%,"$4,306,002","$18,064
17,648,632,530,200 BIBI","4,206,900,000,000,000 BIBI",4206900000000000.0,4206900000000000.0,3,,,,,,,3986.0,2024-09-23,0
4449,toby,TOBY,$0.072059,0.28%,5.33%,9.23%,"$8,626,920","$18,137
882,993,593,235 TOBY","420,000,000,000,000 TOBY",420000000000000.0,420000000000000.0,3,,,,,,,2988.0,2024-09-23,0
