Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date
2169,LABS Group,LABS,$0.0001048,0.17%,3.45%,3.19%,,,"2,216,879,594 LABS",10000000000.0,10000000000.0,2,,,,,,,1596.0,2024-09-23
2425,Ekta,EKTA,$0.001681,0.01%,9.69%,6.84%,,,"34,769,778 EKTA",220500000.0,420000000.0,2,,,,,,,2159.0,2024-09-23
2991,IX Swap,IXS,$0.5976,0.58%,13.01%,7.16%,,,"180,000,000 IXS",180000000.0,180000000.0,2,,,,,,,2570.0,2024-09-23
3164,Defactor,FACTR,$0.04436,0.28%,4.32%,3.35%,,,"300,000,000 FACTR",300000000.0,300000000.0,2,,,,,,,2806.0,2024-09-23
3494,IPMB Token,IPMB,$64.70,0.01%,1.71%,3.58%,,,"3,535,351 IPMB",200000000.0,200000000.0,2,,,,,,,,2024-09-23
3563,CANTO,CANTO,$0.01923,0.64%,3.56%,12.99%,,,"423,437,418 CANTO",1000000000.0,,2,,,,,,,2877.0,2024-09-23
3609,VaporFund,VPR,$0.002365,0.05%,6.11%,8.52%,,,"80,155,556 VPR",1000000000.0,1000000000.0,2,,,,,,,2752.0,2024-09-23
3703,Decentralized ETF,DETF,$0.03198,0.04%,2.23%,3.68%,,,"70,000,000 DETF",100000000.0,100000000.0,2,,,,,,,2941.0,2024-09-23
3784,HOME3,HTS,$0.02906,2.49%,9.09%,202.85%,,,"74,500,000 HTS",100000000.0,100000000.0,2,,,,,,,,2024-09-23
3871,AssetMantle,MNTL,$0.0008829,0.46%,3.25%,1.88%,,,"1,660,075,706 MNTL",364211983.99,6000000000.0,2,,,,,,,3480.0,2024-09-23
4075,LEOX,LEOX,$0.1856,0.51%,1.41%,0.18%,,,"16,043,095 LEOX",50673440.0,150000000.0,2,,,,,,,3485.0,2024-09-23
4604,STIMA,STIMA,$1.02,1.05%,0.21%,1.36%,,,"31,678,640 STIMA",31842440.0,,2,,,,,,,4998.0,2024-09-23
4655,Angle,ANGLE,$0.02242,1.74%,2.67%,17.96%,,,"13,237,881 ANGLE",1000000000.0,1000000000.0,2,,,,,,,3701.0,2024-09-23
4748,TMN Global,TMNG,$0.0125,0.01%,8.79%,21.34%,,,"250,000,000 TMNG",500000000.0,500000000.0,2,,,,,,,4259.0,2024-09-23
4951,Domani Protocol,DEXTF,$0.185,0.01%,4.04%,7.10%,,,"88,576,908 DEXTF",0.0,100000000.0,2,,,,,,,4171.0,2024-09-23
4952,Tiamonds,TIA,$0.004904,1.00%,25.01%,9.55%,,,"196,745,437 TIA",1010000000.0,1010000000.0,2,,,,,,,5482.0,2024-09-23
5168,Crafting Finance,CRF,$0.0007511,0.07%,0.08%,0.75%,,,"62,000,000 CRF",2000000000.0,2000000000.0,2,,,,,,,3249.0,2024-09-23
5382,Comdex,CMDX,$0.004611,7.28%,23.80%,11.96%,,,"186,189,910 CMDX",159969566.391196,200000000.0,2,,,,,,,5547.0,2024-09-23
5391,OSEAN,OSEAN,$0.0009536,0.00%,8.29%,22.47%,,,"1,000,000,000 OSEAN",1000000000.0,1000000000.0,2,,,,,,,4630.0,2024-09-23
5551,NAOS Finance,NAOS,$0.009372,0.58%,1.09%,15.79%,,,"84,208,922 NAOS",219175112.0,300000000.0,2,,,,,,,3873.0,2024-09-23
6088,Lucidao,LCD,$0.005368,0.00%,1.34%,5.08%,,,"264,000,000 LCD",880000000.0,880000000.0,2,,,,,,,5540.0,2024-09-23
6850,Grand Base,GB,$0.001608,0.92%,1.39%,21.07%,,,"10,454,285 GB",17500000.0,50000000.0,2,,,,,,,4185.0,2024-09-23
7049,Barter,BRTR,$0.00164,0.02%,0.45%,10.71%,,,"17,500,000 BRTR",32500000.0,100000000.0,2,,,,,,3857.0,5766.0,2024-09-23
7100,Evrmore,EVR,$0.0005654,0.08%,18.88%,18.99%,,,"8,120,921,920 EVR",8123694364.0,15369186206.0,2,,,,,,,,2024-09-23
7129,Curio Gas Token,CGT,$0.01241,0.00%,1.33%,2.81%,,,"100,000,000 CGT",100000000.0,100000000.0,2,,,,,,,,2024-09-23
8,Dogecoin,DOGE,$0.108,0.62%,0.97%,8.80%,,,"146,083,426,384 DOGE",146097086383.70526,,3,,,10.0,20.0,35.0,33.0,8.0,2024-09-23
13,Shiba Inu,SHIB,$0.00001438,0.71%,1.34%,9.55%,,,"589,269,481,707,590 SHIB",589518408303334.9,,3,,,,,,,11.0,2024-09-23
28,Pepe,PEPE,$0.057986,0.69%,1.63%,11.30%,,,"420,689,899,999,995 PEPE",420689899999994.8,420690000000000.0,3,,,,,,,46.0,2024-09-23
49,dogwifhat,WIF,$1.73,1.35%,0.45%,15.18%,,,"998,845,459 WIF",998845458.612017,,3,,,,,,,40.0,2024-09-23
59,Bonk,BONK,$0.00001736,0.29%,0.69%,8.11%,,,"70,638,787,873,068 BONK",92875269911797.5,,3,,,,,,3247.0,69.0,2024-09-23
74,Popcat (SOL),POPCAT,$0.9105,0.35%,0.26%,33.90%,,,"979,973,185 POPCAT",979973220.96,,3,,,,,,,237.0,2024-09-23
78,Brett (Based),BRETT,$0.07906,0.43%,1.48%,7.90%,,,"9,910,236,395 BRETT",9910236395.0,10000000000.0,3,,,,,,,,2024-09-23
124,cat in a dogs world,MEW,$0.005332,1.13%,11.35%,29.63%,,,"88,888,888,888 MEW",88888888888.0,88888888888.0,3,,,,,,,139.0,2024-09-23
125,BOOK OF MEME,BOME,$0.00663,0.74%,1.11%,12.22%,,,"68,961,762,521 BOME",68961762517.63606,,3,,,,,,,121.0,2024-09-23
132,DOGS,DOGS,$0.0008503,0.82%,1.16%,9.26%,,,"516,750,000,000 DOGS",550000000000.0,550000000000.0,3,,,,,,,,2024-09-23
137,Mog Coin,MOG,$0.051176,0.13%,2.66%,30.77%,,,"360,447,686,344,656 MOG",360447686344655.8,420690000000000.0,3,,,,,,,,2024-09-23
169,Memecoin,MEME,$0.01085,0.39%,2.14%,19.20%,,,"26,568,435,760 MEME",69000000000.0,69000000000.0,3,,40.0,,,,,192.0,2024-09-23
208,First Neiro On Ethereum,NEIRO,$0.001154,5.11%,26.21%,205.55%,,,"420,155,525,865 NEIRO",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
209,PepeCoin,PEPECOIN,$3.59,0.40%,5.22%,47.48%,,,"117,031,933 PEPECOIN",133769420.0,133769420.0,3,,,,,,,2596.0,2024-09-23
214,SUNDOG,SUNDOG,$0.3163,1.03%,5.45%,1.55%,,,"997,467,726 SUNDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
219,Simon's Cat,CAT,$0.00004043,3.07%,5.26%,27.98%,,,"6,749,955,322,109 CAT",8099955322108.567,9000000000000.0,3,,,,,,,,2024-09-23
222,Dog (Runes),DOG,$0.002528,0.55%,1.52%,13.65%,,,"100,000,000,000 DOG",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
224,Osaka Protocol,OSAK,$0.063326,0.29%,5.15%,43.67%,,,"750,869,738,630,302 OSAK",761459789745212.0,1000000000000000.0,3,,,,,,,3027.0,2024-09-23
249,Gigachad,GIGA,$0.01951,0.34%,1.42%,23.17%,,,"9,302,411,888 GIGA",9603935545.16,10000000000.0,3,,,,,,,3368.0,2024-09-23
247,Ponke,PONKE,$0.3284,2.25%,3.44%,22.57%,,,"555,544,226 PONKE",555544226.0,555555555.0,3,,,,,,,497.0,2024-09-23
288,Non-Playable Coin,NPC,$0.01885,0.65%,9.49%,30.24%,,,"7,248,766,332 NPC",8050126520.0,8050126520.0,3,,,,,,,3072.0,2024-09-23
289,ANDY (ETH),ANDY,$0.0001366,1.06%,16.84%,117.81%,,,"1,000,000,000,000 ANDY",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
325,Mumu the Bull,MUMU,$0.00004886,0.93%,17.63%,48.21%,,,"2,283,204,416,985 MUMU",2329915213859.14,2329915213859.14,3,,,,,,,2598.0,2024-09-23
350,Coq Inu,COQ,$0.051483,0.62%,0.41%,8.48%,,,"69,420,000,000,000 COQ",69420000000000.0,69420000000000.0,3,,,,,,,297.0,2024-09-23
352,WHY,WHY,$0.062398,0.43%,3.23%,9.35%,,,"420,000,000,000,000 WHY",420000000000000.0,420000000000000.0,3,,,,,,,,2024-09-23
358,Neiro Ethereum,NEIRO,$0.09833,3.15%,17.09%,31.41%,,,"1,000,000,000 NEIRO",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
367,michi (SOL),$MICHI,$0.171,1.25%,14.72%,63.24%,,,"555,769,416 $MICHI",555769415.634309,,3,,,,,,,,2024-09-23
370,Bone ShibaSwap,BONE,$0.4129,0.03%,4.30%,5.09%,,,"229,923,351 BONE",249999401.82484716,250000000.0,3,,,,,,,329.0,2024-09-23
371,HarryPotterObamaSonic10Inu (ERC-20),,$0.09308,0.74%,4.77%,22.06%,,,"999,798,155 BITCOIN",999798155.0,1000000000.0,3,,,,,,,479.0,2024-09-23
420,MAGA,TRUMP,$1.76,0.50%,3.62%,12.79%,,,"43,997,357 TRUMP",46502452.0,,3,,,,,,,278.0,2024-09-23
424,Apu Apustaja,APU,$0.00024,0.18%,8.44%,14.47%,,,"318,346,511,349 APU",337892257217.1226,420690000000.0,3,,,,,,,2532.0,2024-09-23
429,Mother Iggy,MOTHER,$0.07763,0.84%,9.59%,38.48%,,,"986,143,154 MOTHER",986143154.31,,3,,,,,,,,2024-09-23
428,SLERF,SLERF,$0.1516,0.86%,1.09%,5.23%,,,"499,997,750 SLERF",499997750.0,,3,,,,,,,288.0,2024-09-23
438,Dogelon Mars,ELON,$0.06133,0.43%,0.68%,9.04%,,,"549,652,770,159,583 ELON",1000000000000000.0,,3,,,,,,,398.0,2024-09-23
445,Myro,MYRO,$0.07525,0.95%,0.01%,21.21%,,,"944,203,815 MYRO",999981490.5,,3,,,,,,,322.0,2024-09-23
446,Degen,DEGEN,$0.004993,1.61%,7.65%,71.71%,,,"14,179,608,879 DEGEN",36965935954.0,36965935954.0,3,,,,,,,220.0,2024-09-23
455,Wen,WEN,$0.00009445,0.03%,1.69%,16.56%,,,"727,716,951,329 WEN",727716951329.0,,3,,,,,,,312.0,2024-09-23
459,Milady Meme Coin,LADYS,$0.07926,0.25%,1.01%,18.49%,,,"734,366,023,232,083 LADYS",888000888000888.0,888000888000888.0,3,,,,,,,341.0,2024-09-23
462,BOBO,BOBO,$0.051026,3.96%,1.98%,5.84%,,,"66,134,444,313,649 BOBO",66484444313649.0,69000000000000.0,3,,,,,,,2567.0,2024-09-23
488,PeiPei (ETH),PEIPEI,$0.061487,0.66%,5.13%,42.72%,,,"411,156,343,662,800 PEIPEI",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
504,PepeFork,PORK,$0.061366,1.50%,9.20%,29.55%,,,"420,690,000,000,000 PORK",420690000000000.0,420690000000000.0,3,,,,,,,488.0,2024-09-23
517,Kendu Inu,KENDU,$0.00005754,1.29%,6.68%,7.86%,,,"948,428,147,258 KENDU",948428147258.0,948428147258.0,3,,,,,,,,2024-09-23
520,Snek,SNEK,$0.0007429,0.74%,1.54%,16.35%,,,"73,235,343,051 SNEK",75573738886.0,,3,,,,,,,503.0,2024-09-23
551,ArbDoge AI,AIDOGE,$0.092734,0.35%,0.70%,13.43%,,,"174,455,896,934,211,008 AIDOGE",1.91609763385755e+17,,3,,,,,,,493.0,2024-09-23
556,MANEKI,MANEKI,$0.005544,0.77%,3.72%,6.12%,,,"8,422,887,212 MANEKI",8888887212.0,,3,,,,,,,,2024-09-23
558,RETARDIO,RETARDIO,$0.04723,0.84%,8.48%,30.82%,,,"975,671,265 RETARDIO",999671379.0,1000000000.0,3,,,,,,,,2024-09-23
560,ShibaBitcoin,SHIBTC,$0.5303,0.02%,0.17%,23.89%,,,"86,461,076 SHIBTC",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
564,Daddy Tate,DADDY,$0.07552,0.02%,1.01%,5.51%,,,"599,688,329 DADDY",599688329.024883,999689062.0,3,,,,,,,,2024-09-23
600,SPX6900,SPX,$0.04369,0.68%,13.53%,60.52%,,,"930,993,090 SPX",1000000000.0,,3,,,,,,,1344.0,2024-09-23
616,Billy,BILLY,$0.04066,0.76%,6.67%,106.97%,,,"936,137,657 BILLY",982930293.0,1000000000.0,3,,,,,,,,2024-09-23
621,Toshi,TOSHI,$0.00009017,0.69%,6.49%,4.11%,,,"408,069,300,000 TOSHI",420690000000.0,420690000000.0,3,,,,,,,305.0,2024-09-23
633,Hoppy,HOPPY,$0.00008286,0.78%,6.06%,46.62%,,,"420,690,000,000 HOPPY",420690000000.0,420690000000.0,3,,,,,,,4335.0,2024-09-23
655,Doge Killer,LEASH,$308.95,0.05%,12.23%,22.00%,,,"106,373 LEASH",107536.18246658,,3,,,,,,,635.0,2024-09-23
666,Grok,GROK,$0.005007,0.27%,5.11%,26.20%,,,"6,320,722,799 GROK",6596446798.545914,6900000000.0,3,,,,,,,556.0,2024-09-23
694,RichQUACK.com,QUACK,$0.096542,0.73%,2.15%,8.56%,,,"44,085,961,274,152,304 QUACK",4.6775855335611e+16,,3,,,,,,,595.0,2024-09-23
700,Amaterasu Omikami,OMIKAMI,$0.03018,0.88%,19.05%,41.23%,,,"946,976,011 OMIKAMI",999476011.0,1000000000.0,3,,,,,,,4079.0,2024-09-23
707,crow with knife,CAW,$0.073627,0.86%,3.48%,2.47%,,,"769,861,397,731,578 CAW",777777777777777.0,777777777777777.0,3,,,,,,,2789.0,2024-09-23
727,FEED EVERY GORILLA,FEG,$0.0003096,0.85%,2.11%,1.48%,,,"80,541,528,882 FEG",99943847311.96,100000000000.0,3,,,,,,,,2024-09-23
733,Kishu Inu,KISHU,$0.092625,1.31%,4.01%,7.52%,,,"93,136,097,121,133,936 KISHU",9.670293841273085e+16,,3,,,,,,,658.0,2024-09-23
734,Samoyedcoin,SAMO,$0.00661,1.45%,0.66%,6.99%,,,"3,657,134,467 SAMO",4746913623.0,,3,,,,,,,807.0,2024-09-23
745,BOB (ETH),BOB,$0.00003396,1.68%,10.97%,60.31%,,,"689,127,646,403 BOB",689127646403.0,690000000000.0,3,,,,,,,,2024-09-23
758,PUPS (Ordinals),PUPS,$2.90,1.94%,1.13%,6.72%,,,"7,770,000 PUPS",7770000.0,7770000.0,3,,,,,,,223.0,2024-09-23
762,catwifhat,CWIF,$0.066547,1.99%,4.22%,3.78%,,,"33,843,169,766,888 CWIF",33843169766888.0,,3,,,,,,,2678.0,2024-09-23
780,Basenji,BENJI,$0.02258,1.21%,0.42%,44.91%,,,"922,044,870 BENJI",1000000000.0,1000000000.0,3,,,,,,,2670.0,2024-09-23
801,Foxsy AI,FOXSY,$0.09416,0.18%,0.02%,12.75%,,,"203,240,765 FOXSY",1977949990.0,1978082104.0,3,,,,,,,,2024-09-23
812,8-Bit Coin,COIN,$0.0006256,0.35%,9.58%,2.39%,,,"30,000,000,000 COIN",100000000000.0,100000000000.0,3,,,,,,,,2024-09-23
816,LandWolf (SOL),WOLF,$0.001865,1.19%,5.28%,3.74%,,,"9,999,840,442 WOLF",9999840429.635326,9999999174.0,3,,,,,,,,2024-09-23
818,Ginnan The Cat,GINNAN,$0.052679,1.19%,0.56%,4.01%,,,"6,899,998,362,189 GINNAN",6899998362189.0,6899998362189.0,3,,,,,,,,2024-09-23
832,Shark Cat,SC,$0.01806,1.62%,15.56%,54.45%,,,"989,895,519 SC",989895519.29,1000000000.0,3,,,,,,,2459.0,2024-09-23
833,Wrapped Dog,WDOG,$0.01764,0.76%,0.37%,34.17%,,,"999,998,439 WDOG",999998439.0,999998439.0,3,,,,,,,,2024-09-23
839,Smog,SMOG,$0.02226,0.25%,0.86%,10.63%,,,"778,999,968 SMOG",1399999968.0,,3,,,,,,,536.0,2024-09-23
847,MonaCoin,MONA,$0.2532,0.88%,4.15%,4.52%,,,"65,729,675 MONA",65729674.871168,105120000.0,3,,,50.0,83.0,71.0,118.0,816.0,2024-09-23
861,Pepe 2.0,PEPE2.0,$0.073428,0.61%,5.74%,25.16%,,,"469,000,000,000,000 PEPE2.0",469000000000000.0,469000000000000.0,3,,,,,,,837.0,2024-09-23
873,Hege,HEGE,$0.01543,0.52%,9.66%,2.76%,,,"999,852,397 HEGE",999852396.87,999852396.87,3,,,,,,,,2024-09-23
883,Troll,TROLL,$0.071545,0.87%,5.92%,16.48%,,,"960,420,000,000,000 TROLL",960420000000000.0,,3,,,,,,,,2024-09-23
901,Wat,WAT,$0.00003401,8.68%,197.96%,349.02%,,,"418,385,401,793 WAT",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
913,Pitbull,PIT,$0.0935,0.05%,5.08%,13.02%,,,"40,192,158,063,660,000 PIT",1e+17,1e+17,3,,,,,,,756.0,2024-09-23
916,Jesus Coin,JESUS,$0.079211,0.79%,7.37%,13.07%,,,"151,426,487,242,538 JESUS",156533918921921.0,,3,,,,,,,1051.0,2024-09-23
919,Brainlet,BRAINLET,$0.01462,1.69%,1.89%,17.45%,,,"952,905,541 BRAINLET",999930843.0,1000000000.0,3,,,,,,,,2024-09-23
922,CatCoin,CAT,$0.092737,1.86%,13.45%,15.58%,,,"50,000,000,000,000,000 CAT",5e+16,,3,,,,,,,2471.0,2024-09-23
933,SAD HAMSTER,HAMMY,$0.01401,0.09%,1.54%,5.10%,,,"941,901,250 HAMMY",999909499.0,1000000000.0,3,,,,,,,,2024-09-23
936,nubcat,NUB,$0.01378,1.54%,18.43%,55.16%,,,"950,000,253 NUB",999975253.03,999975253.03,3,,,,,,,2494.0,2024-09-23
959,Cate,CATE,$0.01253,4.70%,16.46%,58.19%,,,"1,000,000,000 CATE",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
969,PAW,PAW,$0.071263,0.18%,1.31%,3.10%,,,"947,958,529,404,516 PAW",999826523767972.0,,3,,,,,,,6355.0,2024-09-23
970,DUKO,DUKO,$0.001242,0.83%,3.81%,2.23%,,,"9,663,955,990 DUKO",9999609598.0,,3,,,,,,,802.0,2024-09-23
971,MUNCAT,MUNCAT,$0.01192,1.16%,13.67%,36.71%,,,"1,000,000,000 MUNCAT",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
995,Doge Eat Doge,OMNOM,$0.073643,0.96%,4.75%,53.61%,,,"310,000,000,000,000 OMNOM",1000000000000000.0,1000000000000000.0,3,,,,,,,2913.0,2024-09-23
1000,Slothana,SLOTH,$0.006596,0.16%,1.53%,11.55%,,,"1,695,118,152 SLOTH",1874794066.0,,3,,,,,,,,2024-09-23
1021,BobaCat,PSPS,$0.01837,0.03%,4.18%,49.05%,,,"577,172,773 PSPS",577172773.2514561,,3,,,,,,,3260.0,2024-09-23
1046,Hemule,HEMULE,$0.00968,0.42%,17.92%,48.41%,,,"979,998,588 HEMULE",979998587.911129,1000000000.0,3,,,,,,,3107.0,2024-09-23
5883,dogwifsaudihat,WIFSA,$0.00004835,1.52%,1.91%,11.46%,,,"1,000,000,000 WIFSA",1000000000.0,1000000000.0,3,,,,,,,2605.0,2024-09-23
5888,Frosty the Polar Bear,FROSTY,$0.0000493,0.01%,4.09%,22.55%,,,"999,999,994 FROSTY",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
5892,Penjamin Blinkerton,PEN,$0.06355,0.52%,0.85%,17.99%,,,"1,000,000,000,000 PEN",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
5898,CAT INU,CAT,$0.0122667,0.00%,25.94%,167.86%,,,"99,976,643,860,065,184 CAT",9.997664386006518e+16,9.997664386006518e+16,3,,,,,,,7002.0,2024-09-23
5899,Frogonsol,FROG,$0.00001513,0.00%,0.12%,9.84%,,,"69,000,000,000 FROG",69000000000.0,,3,,,,,,,6109.0,2024-09-23
5907,Shroomates,SHROOM,$0.0006655,0.03%,1.35%,8.47%,,,"676,956,430 SHROOM",1420689979.0,,3,,,,,,,3411.0,2024-09-23
5924,HMM,HMM,$0.0002292,0.00%,1.80%,7.06%,,,"882,992,390 HMM",882992390.0,,3,,,,,,,4604.0,2024-09-23
5947,sciVive,SCIVIVE,$0.099304,0.47%,4.24%,47.20%,,,"65,300,000,000,000 SCIVIVE",65300000000000.0,65300000000000.0,3,,,,,,,7184.0,2024-09-23
5952,Andyâs Alter Ego,$BADCAT,$0.063424,0.00%,6.82%,49.65%,,,"420,690,000,000 $BADCAT",,,3,,,,,,,,2024-09-23
5965,Awkward Look Monkey Club,ALMC,$0.00006276,0.55%,7.16%,7.40%,,,"970,274,374 ALMC",970274373.51,,3,,,,,,,,2024-09-23
5967,Andy (SOL),ANDY,$0.0001444,0.49%,0.70%,23.51%,,,"999,894,219 ANDY",999894219.0,,3,,,,,,,5241.0,2024-09-23
5969,American Shib,SHIBA,$0.0104034,0.00%,6.34%,33.85%,,,"544,090,000,000,000 SHIBA",0.0,1000000000000000.0,3,,,,,,,,2024-09-23
5975,Chewy,CHEWY,$0.051018,0.23%,2.60%,42.99%,,,"400,000,000,000 CHEWY",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
5978,Catfish,CATFISH,$0.0001059,0.00%,0.95%,27.30%,,,"999,988,036 CATFISH",999988036.21,,3,,,,,,,4330.0,2024-09-23
5981,Son of Brett,BRATT,$0.01137,0.00%,9.06%,25.09%,,,"10,000,000 BRATT",10000000.0,10000000.0,3,,,,,,,5146.0,2024-09-23
5990,ZAZA,ZAZA,$0.0001364,0.13%,0.62%,26.07%,,,"999,975,380 ZAZA",0.0,999975380.0,3,,,,,,,,2024-09-23
6003,PopPepe,POPE,$0.00003177,1.58%,9.50%,13.05%,,,"994,982,588 POPE",994982588.0,994982588.0,3,,,,,,,,2024-09-23
6015,MAU,MAU,$0.00004747,0.94%,6.93%,15.74%,,,"1,000,000,000 MAU",1000000000.0,1000000000.0,3,,,,,,,7302.0,2024-09-23
6019,Dabcat,DABCAT,$0.0004352,0.58%,18.31%,10.09%,,,"100,000,000 DABCAT",100000000.0,100000000.0,3,,,,,,,,2024-09-23
6020,Fofar (fofarbase.org),FOFAR,$0.0003831,0.00%,4.45%,36.79%,,,"956,720,000 FOFAR",956720000.0,956720000.0,3,,,,,,,,2024-09-23
6022,XRP 2.0,XRP 2.0,$0.0129736,3.06%,10.22%,18.58%,,,"420,000,000,000,000,000 XRP 2.0",4.2e+17,4.2e+17,3,,,,,,,5529.0,2024-09-23
6023,TUCKER CARLSON,TUCKER,$0.051882,0.13%,1.14%,22.58%,,,"79,560,000,000 TUCKER",79560000000.0,79560000000.0,3,,,,,,,4420.0,2024-09-23
6029,POÎ,POÎ,$0.00001841,0.00%,8.32%,3.71%,,,"1,000,000,000 POÎ",,,3,,,,,,,,2024-09-23
6048,Pepe Original Version,POV,$0.095209,0.00%,1.54%,13.44%,,,"420,690,000,000,000 POV",420690000000000.0,420690000000000.0,3,,,,,,,5477.0,2024-09-23
6050,BURRRD,BURRRD,$0.081209,1.13%,3.69%,16.15%,,,"65,913,888,354,445 BURRRD",65913888354445.0,,3,,,,,,,4309.0,2024-09-23
6061,Danjuan Cat,CAT,$0.066384,0.00%,11.19%,46.55%,,,"97,000,000,000 CAT",100000000000.0,100000000000.0,3,,,,,,,5650.0,2024-09-23
6063,Colana,COL,$0.0009255,0.49%,0.99%,31.03%,,,"100,000,000 COL",100000000.0,,3,,,,,,,3766.0,2024-09-23
6067,SOLPENG,SOLPENG,$1.30,0.00%,44.82%,78.26%,,,"7,000 SOLPENG",7000.0,,3,,,,,,,5998.0,2024-09-23
6077,bonkwifhat,BIF,$0.0001851,0.66%,0.52%,7.99%,,,"1,000,000,000 BIF",1000000000.0,,3,,,,,,,4133.0,2024-09-23
6078,PHRYGES,PHRYGES,$0.059353,0.36%,2.08%,6.26%,,,"6,899,000,000 PHRYGES",6899000000.0,6899000000.0,3,,,,,,,,2024-09-23
6079,StreamerInu,STRM,$0.0001581,0.00%,4.33%,15.29%,,,"1,500,000,000 STRM",1500000000.0,1500000000.0,3,,,,,,,,2024-09-23
6084,Max on ETH,MAXETH,$0.072985,0.00%,7.77%,14.40%,,,"1,000,000,000,000 MAXETH",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
6093,Cat of Elon,ELONCAT,$0.00008036,0.00%,2.85%,10.08%,,,"999,999,952 ELONCAT",999999952.0,,3,,,,,,,4961.0,2024-09-23
6099,Magaiba,MAGAIBA,$0.0001285,0.06%,3.19%,10.41%,,,"949,953,827 MAGAIBA",949953826.6878964,,3,,,,,,,4540.0,2024-09-23
6101,White Boy Summer,WBS,$0.000121,0.35%,3.07%,18.09%,,,"999,992,740 WBS",100000000.0,,3,,,,,,,,2024-09-23
6102,Baby Rats,BABYRATS,$0.0122638,1.54%,3.48%,48.40%,,,"210,345,000,000,000,000 BABYRATS",4.2069e+17,4.2069e+17,3,,,,,,,6460.0,2024-09-23
6103,America Dog,ADOG,$0.0122627,2.07%,7.30%,41.82%,,,"42,000,000,000,000,000 ADOG",4.2e+16,4.2e+16,3,,,,,,,,2024-09-23
6104,Book of Solana,BOSOL,$0.0002497,0.45%,0.59%,8.67%,,,"690,000,000 BOSOL",690000000.0,,3,,,,,,,4212.0,2024-09-23
6116,HarryPotterWifHatMyroWynn10Inu,,$0.00002047,0.00%,6.08%,25.81%,,,"1,000,000,000 SOLANA",1000000000.0,,3,,,,,,,6473.0,2024-09-23
6117,Pou,POU,$0.0006686,0.14%,4.19%,14.72%,,,"100,000,000 POU",100000000.0,,3,,,,,,,3305.0,2024-09-23
6119,TIM,TIM,$0.0000589,0.91%,3.08%,4.80%,,,"1,000,000,000 TIM",1000000000.0,,3,,,,,,,,2024-09-23
6121,Vitalik's Casper,CASPER,$0.00001754,0.00%,6.78%,85.97%,,,"1,000,000,000 CASPER",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
6124,Biaocoin,BIAO,$0.063096,0.00%,3.26%,26.37%,,,"888,888,888,888 BIAO",888888888888.0,888888888888.0,3,,,,,,,5100.0,2024-09-23
6127,Junior,JUNIOR,$0.004178,0.00%,1.67%,45.29%,,,"47,000,000 JUNIOR",47000000.0,47000000.0,3,,,,,,,,2024-09-23
6130,SIZE,SIZE,$0.054685,0.00%,1.73%,2.47%,,,"100,000,000,000 SIZE",100000000000.0,100000000000.0,3,,,,,,,5737.0,2024-09-23
6146,MAGA (Solana),MAGA,$0.095143,0.00%,9.48%,19.51%,,,"202,400,000,000,000 MAGA",202400000000000.0,,3,,,,,,,6079.0,2024-09-23
6161,Boge,BOGE,$0.0001879,1.63%,4.67%,17.71%,,,"1,000,000,000 BOGE",1000000000.0,1000000000.0,3,,,,,,,3719.0,2024-09-23
6166,Homer Simpson(Solana),HOMER,$0.012159,0.01%,10.38%,18.93%,,,"420,000,000,000,000,000 HOMER",4.2e+17,,3,,,,,,,5196.0,2024-09-23
6172,Schrodinger,SGR,$1.23,0.96%,3.01%,0.91%,,,"462,000 SGR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
6177,wat,WAT,$0.076072,3.49%,4.12%,3.53%,,,"420,690,000,000 WAT",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
6188,Borkie,BORKIE,$0.0000114,0.00%,10.76%,15.28%,,,"1,000,000,000 BORKIE",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
6195,WillyBumBum,BUM,$0.00001544,0.00%,3.99%,17.25%,,,"28,000,000,000 BUM",28000000000.0,28000000000.0,3,,,,,,,,2024-09-23
